,host_name,host_since,host_since,neighbourhood,property_type,room_type,price
1173,Antonio,2019-06-28,2019-06-28,Neighborhood highlights,Private room in rental unit,Private room,$107.00
1174,Mac,2015-01-25,2015-01-25,Neighborhood highlights,Private room in rental unit,Private room,$40.00
1175,Mac,2015-01-25,2015-01-25,Neighborhood highlights,Private room in rental unit,Private room,$58.00
1176,Mohammed Radi,2018-08-29,2018-08-29,Neighborhood highlights,Entire rental unit,Entire home/apt,
1177,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$216.00
1178,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Entire rental unit,Entire home/apt,$116.00
1179,John,2019-09-02,2019-09-02,,Entire rental unit,Entire home/apt,
1180,Anne,2016-12-01,2016-12-01,Neighborhood highlights,Private room in rental unit,Private room,$85.00
1181,Weihai,2017-01-23,2017-01-23,Neighborhood highlights,Private room in rental unit,Private room,$57.00
1182,Jonathan,2013-09-02,2013-09-02,Neighborhood highlights,Entire condo,Entire home/apt,
1183,Holly,2011-02-15,2011-02-15,Neighborhood highlights,Entire townhouse,Entire home/apt,$616.00
1184,Vitanur,2019-09-05,2019-09-05,,Entire rental unit,Entire home/apt,
1185,Vitanur,2019-09-05,2019-09-05,,Private room in rental unit,Private room,
1186,Vitanur,2019-09-05,2019-09-05,,Private room in rental unit,Private room,
1187,Vitanur,2019-09-05,2019-09-05,,Private room in rental unit,Private room,
1188,Vitanur,2019-09-05,2019-09-05,,Private room in rental unit,Private room,
1189,Mo,2018-07-06,2018-07-06,,Private room in rental unit,Private room,
1190,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1191,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1192,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1193,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1194,Marie,2015-05-03,2015-05-03,Neighborhood highlights,Private room in bed and breakfast,Private room,$210.00
1195,Turana,2018-10-03,2018-10-03,Neighborhood highlights,Private room in home,Private room,
1196,Bv,2019-08-13,2019-08-13,Neighborhood highlights,Private room in rental unit,Private room,$93.00
1197,Lynda,2016-04-27,2016-04-27,,Private room in rental unit,Private room,$68.00
1198,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$259.00
1199,Kelly,2019-06-30,2019-06-30,,Entire home,Entire home/apt,$143.00
1200,Mauryn,2015-02-24,2015-02-24,Neighborhood highlights,Private room in condo,Private room,$190.00
1201,Andrew,2019-09-23,2019-09-23,Neighborhood highlights,Entire condo,Entire home/apt,
1202,May,2016-01-06,2016-01-06,,Entire condo,Entire home/apt,
1203,Sherwin,2018-07-12,2018-07-12,Neighborhood highlights,Private room in home,Private room,$43.00
1204,Sherwin,2018-07-12,2018-07-12,Neighborhood highlights,Private room in home,Private room,
1205,Ali,2019-09-28,2019-09-28,,Entire rental unit,Entire home/apt,
1206,Bv,2019-08-13,2019-08-13,Neighborhood highlights,Private room in rental unit,Private room,$105.00
1207,Adler,2016-04-27,2016-04-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$243.00
1208,Teresa & Jonathan,2019-10-01,2019-10-01,Neighborhood highlights,Private room in rental unit,Private room,$60.00
1209,Connie,2015-09-10,2015-09-10,,Entire condo,Entire home/apt,
1210,Teresa & Jonathan,2019-10-01,2019-10-01,Neighborhood highlights,Private room in rental unit,Private room,$58.00
1211,Amenata,2014-10-03,2014-10-03,Neighborhood highlights,Entire rental unit,Entire home/apt,$129.00
1212,Adina,2017-04-22,2017-04-22,Neighborhood highlights,Private room in bed and breakfast,Private room,
1213,Nick,2017-03-25,2017-03-25,Neighborhood highlights,Entire rental unit,Entire home/apt,$175.00
1214,Mohammed Radi,2018-08-29,2018-08-29,Neighborhood highlights,Entire rental unit,Entire home/apt,
1215,Caleb,2019-06-26,2019-06-26,Neighborhood highlights,Entire rental unit,Entire home/apt,$445.00
1216,Colbert,2019-08-01,2019-08-01,Neighborhood highlights,Private room in rental unit,Private room,
1217,Juliana & Ivan,2017-06-04,2017-06-04,,Entire rental unit,Entire home/apt,
1218,Colbert,2019-08-01,2019-08-01,Neighborhood highlights,Private room in rental unit,Private room,$100.00
1219,Sean,2019-10-28,2019-10-28,,Entire condo,Entire home/apt,$225.00
1220,Teresa & Jonathan,2019-10-01,2019-10-01,Neighborhood highlights,Private room in rental unit,Private room,$58.00
1221,Yuki,2016-04-17,2016-04-17,Neighborhood highlights,Private room in condo,Private room,$52.00
1222,Boston,2019-10-29,2019-10-29,,Room in boutique hotel,Private room,
1223,Joseph,2019-11-01,2019-11-01,Neighborhood highlights,Entire rental unit,Entire home/apt,$246.00
1224,Heriberto,2016-11-01,2016-11-01,Neighborhood highlights,Entire rental unit,Entire home/apt,$189.00
1225,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$242.00
1226,Ann,2015-08-19,2015-08-19,Neighborhood highlights,Private room in rental unit,Private room,$45.00
1227,Bv,2019-08-13,2019-08-13,Neighborhood highlights,Private room in rental unit,Private room,$111.00
1228,Emily,2015-08-30,2015-08-30,Neighborhood highlights,Entire home,Entire home/apt,
1229,Yuki,2016-04-17,2016-04-17,Neighborhood highlights,Private room in condo,Private room,$48.00
1230,Anmol,2016-08-15,2016-08-15,,Entire condo,Entire home/apt,
1231,Melissa,2016-08-30,2016-08-30,,Private room in bed and breakfast,Private room,$336.00
1232,Elisio,2019-11-21,2019-11-21,Neighborhood highlights,Private room in rental unit,Private room,$68.00
1233,Michelle,2009-09-16,2009-09-16,,Entire condo,Entire home/apt,$130.00
1234,Weiping,2016-10-18,2016-10-18,Neighborhood highlights,Entire condo,Entire home/apt,$597.00
1235,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,
1236,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1237,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1238,Greg And Alicia,2017-02-13,2017-02-13,Neighborhood highlights,Entire rental unit,Entire home/apt,$105.00
1239,Lorraine,2019-01-11,2019-01-11,,Private room in townhouse,Private room,
1240,Bv,2019-08-13,2019-08-13,Neighborhood highlights,Private room in rental unit,Private room,$111.00
1241,Mary,2019-12-02,2019-12-02,Neighborhood highlights,Entire condo,Entire home/apt,
1242,Turana,2019-09-02,2019-09-02,Neighborhood highlights,Private room in home,Private room,
1243,Frank,2015-08-12,2015-08-12,Neighborhood highlights,Entire condo,Entire home/apt,$201.00
1244,Frank,2015-08-12,2015-08-12,Neighborhood highlights,Entire condo,Entire home/apt,$250.00
1245,Vadim,2013-06-07,2013-06-07,,Entire rental unit,Entire home/apt,$138.00
1246,Linda,2017-11-26,2017-11-26,,Entire home,Entire home/apt,
1247,Bv,2019-08-13,2019-08-13,Neighborhood highlights,Private room in rental unit,Private room,$111.00
1248,The Boxer Hotel,2019-06-28,2019-06-28,,Room in hotel,Private room,$457.00
1249,The Boxer Hotel,2019-06-28,2019-06-28,,Room in hotel,Private room,$482.00
1250,The Boxer Hotel,2019-06-28,2019-06-28,,Room in hotel,Private room,$368.00
1251,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$291.00
1252,Elisio,2019-11-21,2019-11-21,Neighborhood highlights,Private room in rental unit,Private room,$68.00
1253,Sophia,2016-09-18,2016-09-18,Neighborhood highlights,Private room in townhouse,Private room,$88.00
1254,Abigail,2016-09-20,2016-09-20,,Private room in rental unit,Private room,
1255,Kaitlyn,2012-10-01,2012-10-01,,Entire condo,Entire home/apt,$165.00
1256,Marie,2015-05-03,2015-05-03,Neighborhood highlights,Private room in bed and breakfast,Private room,$210.00
1257,Dawn-Marie,2015-10-03,2015-10-03,Neighborhood highlights,Entire rental unit,Entire home/apt,$128.00
1258,Donna,2018-11-28,2018-11-28,Neighborhood highlights,Entire rental unit,Entire home/apt,$91.00
1259,Leigh,2017-11-04,2017-11-04,Neighborhood highlights,Entire rental unit,Entire home/apt,$325.00
1260,Teresa & Jonathan,2019-10-01,2019-10-01,Neighborhood highlights,Private room in rental unit,Private room,$60.00
1261,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room,Private room,$49.00
1262,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room,Private room,$73.00
1263,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room,Private room,
1264,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room,Private room,$63.00
1265,Daniel,2017-09-07,2017-09-07,Neighborhood highlights,Entire home,Entire home/apt,$329.00
1266,Mary,2019-03-25,2019-03-25,Neighborhood highlights,Entire condo,Entire home/apt,$243.00
1267,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$303.00
1268,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
1269,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
1270,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room in rental unit,Private room,$61.00
1271,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room in rental unit,Private room,
1272,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room in rental unit,Private room,$65.00
1273,Mary,2019-03-25,2019-03-25,Neighborhood highlights,Private room in condo,Private room,
1274,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$211.00
1275,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room,Private room,$60.00
1276,Rich,2020-01-28,2020-01-28,Neighborhood highlights,Entire condo,Entire home/apt,
1277,Isaac,2020-01-30,2020-01-30,Neighborhood highlights,Entire condo,Entire home/apt,$176.00
1278,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$325.00
1279,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$327.00
1280,Edward,2013-03-25,2013-03-25,,Entire condo,Entire home/apt,$101.00
1281,Edward,2013-03-25,2013-03-25,,Entire rental unit,Entire home/apt,$199.00
1282,Jeffery,2015-04-06,2015-04-06,Neighborhood highlights,Entire rental unit,Entire home/apt,$176.00
1283,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$246.00
1284,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
1285,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
1286,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$223.00
1287,Molly,2014-05-21,2014-05-21,Neighborhood highlights,Entire home,Entire home/apt,$350.00
1288,Andre,2015-09-19,2015-09-19,,Private room in guest suite,Private room,$65.00
1289,Jon,2019-08-25,2019-08-25,Neighborhood highlights,Entire rental unit,Entire home/apt,
1290,Fredrick,2019-08-19,2019-08-19,,Private room in home,Private room,$48.00
1291,Francisco,2013-12-18,2013-12-18,Neighborhood highlights,Private room in home,Private room,$122.00
1292,Francisco,2013-12-18,2013-12-18,,Private room in condo,Private room,$166.00
1293,Claire,2015-06-09,2015-06-09,Neighborhood highlights,Entire townhouse,Entire home/apt,$963.00
1294,Antonio,2019-06-28,2019-06-28,,Entire rental unit,Entire home/apt,$300.00
1295,Dung,2019-12-16,2019-12-16,Neighborhood highlights,Entire guest suite,Entire home/apt,$233.00
1296,Teresa & Jonathan,2019-10-01,2019-10-01,Neighborhood highlights,Private room in rental unit,Private room,$58.00
1297,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
1298,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$227.00
1299,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$242.00
1300,Maureen,2018-08-26,2018-08-26,Neighborhood highlights,Entire rental unit,Entire home/apt,$289.00
1301,Daniel,2017-12-07,2017-12-07,Neighborhood highlights,Entire condo,Entire home/apt,$569.00
1302,Daniel,2015-08-24,2015-08-24,Neighborhood highlights,Entire townhouse,Entire home/apt,$434.00
1303,Daniel,2015-08-24,2015-08-24,Neighborhood highlights,Entire home,Entire home/apt,$560.00
1304,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room in rental unit,Private room,$51.00
1305,Lance,2010-01-19,2010-01-19,Neighborhood highlights,Private room in rental unit,Private room,$60.00
1306,Jim,2013-05-25,2013-05-25,Neighborhood highlights,Private room in condo,Private room,$110.00
1307,Sophia,2020-03-17,2020-03-17,,Private room in home,Private room,
1308,Reina,2018-06-07,2018-06-07,Neighborhood highlights,Private room in condo,Private room,$83.00
1309,Reina,2018-06-07,2018-06-07,Neighborhood highlights,Private room in home,Private room,$76.00
1310,Santo,2017-11-24,2017-11-24,Neighborhood highlights,Entire rental unit,Entire home/apt,$290.00
1311,Jhazmin,2017-06-24,2017-06-24,,Private room in rental unit,Private room,
1312,Osman,2019-01-24,2019-01-24,Neighborhood highlights,Entire condo,Entire home/apt,$205.00
1313,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1314,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1315,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1316,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1317,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1318,Global Luxury Suites,2015-03-30,2015-03-30,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1319,Galen,2014-05-14,2014-05-14,Neighborhood highlights,Entire townhouse,Entire home/apt,
1320,Walker,2014-06-17,2014-06-17,Neighborhood highlights,Entire condo,Entire home/apt,$125.00
1321,Catherine,2014-08-24,2014-08-24,Neighborhood highlights,Entire condo,Entire home/apt,
1322,Michelle,2009-09-16,2009-09-16,,Entire condo,Entire home/apt,$130.00
1323,Megan,2014-04-21,2014-04-21,Neighborhood highlights,Entire home,Entire home/apt,$330.00
1324,Karen,2019-11-01,2019-11-01,Neighborhood highlights,Houseboat,Entire home/apt,$319.00
1325,Mary,2012-08-21,2012-08-21,Neighborhood highlights,Entire guest suite,Entire home/apt,$148.00
1326,Bluebird,2016-09-16,2016-09-16,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1327,Bluebird,2016-09-16,2016-09-16,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1328,Francine,2012-05-12,2012-05-12,Neighborhood highlights,Entire condo,Entire home/apt,$215.00
1329,Dawn,2011-07-29,2011-07-29,Neighborhood highlights,Private room in rental unit,Private room,$99.00
1330,Billy,2016-01-27,2016-01-27,,Entire rental unit,Entire home/apt,$216.00
1331,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$211.00
1332,Rebecca,2016-05-16,2016-05-16,,Entire condo,Entire home/apt,$803.00
1333,Churchill,2013-10-14,2013-10-14,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1334,Maja,2016-03-13,2016-03-13,Neighborhood highlights,Entire guest suite,Entire home/apt,$248.00
1335,Karen,2019-11-01,2019-11-01,Neighborhood highlights,Boat,Entire home/apt,$443.00
1336,Churchill,2013-10-14,2013-10-14,Neighborhood highlights,Entire serviced apartment,Entire home/apt,
1337,Mount Vernon,2018-02-13,2018-02-13,Neighborhood highlights,Private room in bed and breakfast,Private room,
1338,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$412.00
1339,Michelle,2018-03-24,2018-03-24,,Entire condo,Entire home/apt,$173.00
1340,Bleuty,2012-10-27,2012-10-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$95.00
1341,Hotel Indigo Boston Garden,2020-07-21,2020-07-21,,Room in boutique hotel,Private room,
1342,Atif,2016-06-22,2016-06-22,,Entire condo,Entire home/apt,$278.00
1343,Kama,2015-04-16,2015-04-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$155.00
1344,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$298.00
1345,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$319.00
1346,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$301.00
1347,Mimi,2018-01-02,2018-01-02,,Private room in rental unit,Private room,$55.00
1348,Mimi,2018-01-02,2018-01-02,Neighborhood highlights,Private room in rental unit,Private room,$47.00
1349,Jessica Brooke,2015-05-07,2015-05-07,Neighborhood highlights,Entire condo,Entire home/apt,$150.00
1350,Jessica Brooke,2015-05-07,2015-05-07,Neighborhood highlights,Entire condo,Entire home/apt,$100.00
1351,Thatch,2011-07-13,2011-07-13,Neighborhood highlights,Private room in serviced apartment,Private room,$58.00
1352,Milo,2011-08-17,2011-08-17,Neighborhood highlights,Entire home,Entire home/apt,$306.00
1353,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$233.00
1354,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$329.00
1355,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$330.00
1356,Paul,2017-04-25,2017-04-25,,Entire rental unit,Entire home/apt,$60.00
1357,Noha,2013-07-12,2013-07-12,Neighborhood highlights,Entire condo,Entire home/apt,$199.00
1358,Kat,2017-06-07,2017-06-07,,Entire rental unit,Entire home/apt,
1359,Kat,2017-06-07,2017-06-07,,Entire rental unit,Entire home/apt,$140.00
